Country,Site,latitude_longitude,ServiceLine,Baseline,DeliveryType,expenseSubGroup
India,Baddi,"30.957826,76.791356",Cleaning,8508,Subcontract,0404 Laundry Services
Australia,Claremont,"-31.981633,115.781288",M&E Equipment,8434,Subcontract,1431 UPS System Maintenance
Australia,Claremont,"-31.981633,115.781288",Business Continuity & DR,8375,Self Delivery,9001 Business Continuity & DR
Australia,Scoresby,"-37.898567,145.230362",M&E Equipment,8281,Subcontract,1906 Appliance Maint&Testing
India,Mumbai EC,"19.030029,72.861308",Business Continuity & DR,8244,Self Delivery,9001 Business Continuity & DR
New Zealand,Avondale,"-36.894517,174.696524",Building Fabric,8170,Self Delivery,1500 Maint-Strct/Roof
Thailand,Lad Krabang,"13.722049,100.784157",M&E Equipment,8084,Subcontract,1306 Lighting Cntrl Sys Maint
India,Baddi,"30.957826,76.791356",FM management & administration,8062,Self Delivery,5000 Admin Support Services
Australia,Claremont,"-31.981633,115.781288",Fire and Security Equipment,8017,Subcontract,4405 Secty-Intruder Alarm Sys
New Zealand,Dunedin,"-45.87876,170.502798",Fleet Management,7993,Subcontract,5970 Fleet Management
Australia,Ringwood,"-37.814262,145.227386",Catering,7948,Subcontract,1910 Maint-Kitchen Equpt
India,Baddi,"30.957826,76.791356",Fleet Management,7832,Subcontract,5970 Fleet Management
Australia,Ringwood,"-37.814262,145.227386",Fire and Security Equipment,7695,Subcontract,4405 Secty-Intruder Alarm Sys
New Zealand,Auckland DC,"-36.84846,174.763332",M&E Equipment,7692,Subcontract,1301 Ventilation System Maint
New Zealand,Auckland DC,"-36.84846,174.763332",Cleaning,7688,Subcontract,0500 Trash Removal
Australia,Ringwood,"-37.814262,145.227386",Mail Room & Reception,84621,Self Delivery,5710 Reception Services
New Zealand,Dunedin,"-45.87876,170.502798",Catering,7609,Subcontract,8025 Catering - Equipment
India,Baddi,"30.957826,76.791356",Building Fabric,7595,Self Delivery,1800 Int-Bldg Repair&Maint
New Zealand,Avondale,"-36.894517,174.696524",M&E Equipment,7473,Subcontract,1440 Communications Sys Maint
New Zealand,Avondale,"-36.894517,174.696524",Building Fabric,7357,Self Delivery,1201 Goods Elevator Maint
New Zealand,Avondale,"-36.894517,174.696524",M&E Equipment,7354,Subcontract,1600 Maint-Plumbing
Australia,South Wharf,"-37.824997,144.951999",Business Continuity & DR,7309,Self Delivery,9001 Business Continuity & DR
India,Baddi,"30.957826,76.791356",Building Fabric,7294,Self Delivery,1201 Goods Elevator Maint
Singapore,Jurong,"1.364434,103.775263",Cleaning,7244,Subcontract,0401 Cleaning Supplies & Mats
Australia,Port Melbourne,"-37.836926,144.94455",Fire and Security Equipment,7222,Subcontract,4405 Secty-Intruder Alarm Sys
Australia,Scoresby,"-37.898567,145.230362",M&E Equipment,7203,Subcontract,1303 Building Chiller Maint
Thailand,Lad Krabang,"13.722049,100.784157",Mail Room & Reception,6987,Self Delivery,8235 Mailroom Services
Singapore,Jurong,"1.364434,103.775263",M&E Equipment,6960,Subcontract,1305 Bldg R/M-CntrlSys Maint
Australia,State Sales Offices,"-37.814107,144.96328",Building Fabric,6918,Self Delivery,1800 Int-Bldg Repair&Maint
Australia,Ringwood,"-37.814262,145.227386","E, H, S & Q, compliance",6845,Self Delivery,8218 Health and Safety Srvcs
Australia,Claremont,"-31.981633,115.781288",Building Fabric,141392,Self Delivery,1100 Building Maint Services
New Zealand,Dunedin,"-45.87876,170.502798",Building Fabric,6651,Self Delivery,1200 Bldg R/M-Elev/Escltr Mnt
India,Mumbai EC,"19.030029,72.861308",Cleaning,6642,Subcontract,0311 External Area Cleaning
Australia,Port Melbourne,"-37.836926,144.94455",M&E Equipment,6573,Subcontract,1431 UPS System Maintenance
India,Baddi,"30.957826,76.791356",Catering,6555,Subcontract,8024 Catering - Hospitality
Australia,Claremont,"-31.981633,115.781288",Cleaning,6548,Subcontract,0311 External Area Cleaning
Australia,Scoresby,"-37.898567,145.230362",M&E Equipment,6529,Subcontract,1400 Bldg R/M-Electrical Maint
Australia,Scoresby,"-37.898567,145.230362",Cleaning,6460,Subcontract,0307 High Tech Cleaning
Singapore,Jurong,"1.364434,103.775263",M&E Equipment,6261,Subcontract,1180 Compressed Air System
Thailand,Lad Krabang,"13.722049,100.784157",Grounds Maintenance,6238,Self Delivery,3100 Road/Ground-Landscaping
Australia,State Sales Offices,"-37.814107,144.96328",Fleet Management,6199,Subcontract,5970 Fleet Management
Australia,Claremont,"-31.981633,115.781288",Building Fabric,6198,Self Delivery,1500 Maint-Strct/Roof
New Zealand,Avondale,"-36.894517,174.696524",Business Continuity & DR,6190,Self Delivery,9001 Business Continuity & DR
Australia,Dandenong VDC,"-37.98746,145.214861",Business Continuity & DR,6056,Self Delivery,9001 Business Continuity & DR
Australia,Scoresby,"-37.898567,145.230362",M&E Equipment,6038,Subcontract,1301 Ventilation System Maint
India,Baddi,"30.957826,76.791356",M&E Equipment,6030,Subcontract,1349 Mechanical Systems Maint
Australia,Claremont,"-31.981633,115.781288",Fleet Management,6020,Subcontract,5970 Fleet Management
Australia,South Wharf,"-37.824997,144.951999",Fire and Security Equipment,5981,Subcontract,1700 Maint Fire/Life Safety
India,Mumbai EC,"19.030029,72.861308",M&E Equipment,5830,Subcontract,1300 Building R/M-HVAC Maint
New Zealand,Auckland DC,"-36.84846,174.763332",M&E Equipment,5745,Subcontract,1440 Communications Sys Maint
Australia,Ringwood,"-37.814262,145.227386",Building Fabric,5743,Self Delivery,1850 Ext-Building Repair&Maint
Australia,Port Melbourne,"-37.836926,144.94455",M&E Equipment,5735,Subcontract,1440 Communications Sys Maint
Australia,South Wharf,"-37.824997,144.951999",M&E Equipment,5728,Subcontract,1600 Maint-Plumbing
New Zealand,Auckland DC,"-36.84846,174.763332",Catering,5721,Subcontract,8021 Canteen / Restaurant
Australia,State Sales Offices,"-37.814107,144.96328","E, H, S & Q, compliance",5692,Self Delivery,8215 Env Health and Safety
New Zealand,Avondale,"-36.894517,174.696524",Security,5640,Subcontract,4300 Security - Monitoring
Singapore,Jurong,"1.364434,103.775263",Building Fabric,5616,Self Delivery,1800 Int-Bldg Repair&Maint
Singapore,Keppel Bay Towers,"1.352083,103.819836",M&E Equipment,5518,Subcontract,1600 Maint-Plumbing
Australia,Dandenong VDC,"-37.98746,145.214861",Building Fabric,5283,Self Delivery,1850 Ext-Building Repair&Maint
Australia,Claremont,"-31.981633,115.781288",Building Fabric,5218,Self Delivery,1200 Bldg R/M-Elev/Escltr Mnt
Australia,Dandenong VDC,"-37.98746,145.214861",Fire and Security Equipment,5212,Subcontract,1700 Maint Fire/Life Safety
Thailand,Lad Krabang,"13.722049,100.784157",M&E Equipment,5076,Subcontract,1802 Interior - Signage
New Zealand,Avondale,"-36.894517,174.696524",Building Fabric,5066,Self Delivery,1850 Ext-Building Repair&Maint
India,Mumbai EC,"19.030029,72.861308",Building Fabric,4801,Self Delivery,1500 Maint-Strct/Roof
Australia,Claremont,"-31.981633,115.781288",Grounds Maintenance,4786,Self Delivery,3100 Road/Ground-Landscaping
Australia,Dandenong VDC,"-37.98746,145.214861",Building Fabric,4779,Self Delivery,1201 Goods Elevator Maint
New Zealand,Auckland DC,"-36.84846,174.763332","E, H, S & Q, compliance",4768,Self Delivery,8215 Env Health and Safety
Australia,State Sales Offices,"-37.814107,144.96328",M&E Equipment,4754,Subcontract,1400 Bldg R/M-Electrical Maint
Australia,Dandenong VDC,"-37.98746,145.214861",Cleaning,4702,Subcontract,0302 Carpet Cleaning
Australia,Scoresby,"-37.898567,145.230362",Building Fabric,4615,Self Delivery,1200 Bldg R/M-Elev/Escltr Mnt
Australia,State Sales Offices,"-37.814107,144.96328",Cleaning,4510,Subcontract,0500 Trash Removal
Singapore,Keppel Bay Towers,"1.352083,103.819836",Building Fabric,4505,Self Delivery,1850 Ext-Building Repair&Maint
New Zealand,Dunedin,"-45.87876,170.502798",M&E Equipment,4426,Subcontract,1349 Mechanical Systems Maint
Australia,State Sales Offices,"-37.814107,144.96328",Building Fabric,4415,Self Delivery,1100 Building Maint Services
Australia,Dandenong VDC,"-37.98746,145.214861",Security,4326,Subcontract,4100 Secty-Fence&Barriers
Australia,Scoresby,"-37.898567,145.230362",Business Continuity & DR,4273,Self Delivery,9001 Business Continuity & DR
New Zealand,Dunedin,"-45.87876,170.502798",Building Fabric,4240,Self Delivery,1500 Maint-Strct/Roof
Singapore,Keppel Bay Towers,"1.352083,103.819836",Building Fabric,4210,Self Delivery,1390 Water Treatment Services
New Zealand,Auckland DC,"-36.84846,174.763332",Building Fabric,4124,Self Delivery,1201 Goods Elevator Maint
India,Mumbai EC,"19.030029,72.861308",Cleaning,4035,Subcontract,0401 Cleaning Supplies & Mats
New Zealand,Dunedin,"-45.87876,170.502798",Fire and Security Equipment,3990,Subcontract,4405 Secty-Intruder Alarm Sys
Singapore,Keppel Bay Towers,"1.352083,103.819836",Catering,3955,Subcontract,8025 Catering - Equipment
New Zealand,Avondale,"-36.894517,174.696524",Building Fabric,3909,Self Delivery,1200 Bldg R/M-Elev/Escltr Mnt
New Zealand,Dunedin,"-45.87876,170.502798",Security,3855,Subcontract,4203 Secty-Lock & Key Controls
Australia,South Wharf,"-37.824997,144.951999",Cleaning,3848,Subcontract,1801 Interior - Pest Control
Australia,Dandenong VDC,"-37.98746,145.214861",Fire and Security Equipment,3828,Subcontract,4405 Secty-Intruder Alarm Sys
India,Baddi,"30.957826,76.791356",Cleaning,3826,Subcontract,0401 Cleaning Supplies & Mats
Australia,Port Melbourne,"-37.836926,144.94455",Security,3648,Subcontract,4203 Secty-Lock & Key Controls
Australia,Claremont,"-31.981633,115.781288",M&E Equipment,3553,Subcontract,1301 Ventilation System Maint
Australia,Ringwood,"-37.814262,145.227386",Building Fabric,3547,Self Delivery,1390 Water Treatment Services
Australia,Claremont,"-31.981633,115.781288",M&E Equipment,3470,Subcontract,1300 Building R/M-HVAC Maint
New Zealand,Dunedin,"-45.87876,170.502798",Cleaning,3461,Subcontract,0307 High Tech Cleaning
New Zealand,Auckland DC,"-36.84846,174.763332",Fire and Security Equipment,3356,Subcontract,1700 Maint Fire/Life Safety
Thailand,Lad Krabang,"13.722049,100.784157",Projects,3345,Self Delivery,8005 Project Mngmnt Services
Thailand,Lad Krabang,"13.722049,100.784157",Building Fabric,3340,Self Delivery,1800 Int-Bldg Repair&Maint
India,Mumbai EC,"19.030029,72.861308",Building Fabric,3329,Self Delivery,1201 Goods Elevator Maint
Australia,South Wharf,"-37.824997,144.951999",Cleaning,3279,Subcontract,0302 Carpet Cleaning
Australia,Scoresby,"-37.898567,145.230362",Catering,3254,Subcontract,8024 Catering - Hospitality
Singapore,Jurong,"1.364434,103.775263",Building Fabric,3203,Self Delivery,1850 Ext-Building Repair&Maint
New Zealand,Dunedin,"-45.87876,170.502798",Security,3147,Subcontract,4202 Secty-Emergency Planning
New Zealand,Auckland DC,"-36.84846,174.763332",Grounds Maintenance,3147,Self Delivery,3100 Road/Ground-Landscaping
Singapore,Jurong,"1.364434,103.775263",M&E Equipment,3086,Subcontract,1400 Bldg R/M-Electrical Maint
Thailand,Lad Krabang,"13.722049,100.784157",Catering,2973,Subcontract,8025 Catering - Equipment
India,Baddi,"30.957826,76.791356",Catering,2945,Subcontract,8032 Vending
Australia,State Sales Offices,"-37.814107,144.96328",Catering,2897,Subcontract,8032 Vending
Australia,South Wharf,"-37.824997,144.951999",Catering,2864,Subcontract,8032 Vending
New Zealand,Avondale,"-36.894517,174.696524",Catering,2843,Subcontract,8025 Catering - Equipment
Australia,Claremont,"-31.981633,115.781288",Catering,2803,Subcontract,1910 Maint-Kitchen Equpt
New Zealand,Dunedin,"-45.87876,170.502798",Catering,2794,Subcontract,8032 Vending
India,Mumbai EC,"19.030029,72.861308",Catering,2788,Subcontract,1910 Maint-Kitchen Equpt
Australia,Port Melbourne,"-37.836926,144.94455",Catering,2778,Subcontract,8024 Catering - Hospitality
Australia,South Wharf,"-37.824997,144.951999",Catering,2767,Subcontract,8025 Catering - Equipment
New Zealand,Dunedin,"-45.87876,170.502798",M&E Equipment,2755,Subcontract,1306 Lighting Cntrl Sys Maint
Singapore,Jurong,"1.364434,103.775263",Building Fabric,2704,Self Delivery,1201 Goods Elevator Maint
Australia,State Sales Offices,"-37.814107,144.96328",Building Fabric,2670,Self Delivery,1201 Goods Elevator Maint
New Zealand,Auckland DC,"-36.84846,174.763332",Catering,2666,Subcontract,8024 Catering - Hospitality
Australia,State Sales Offices,"-37.814107,144.96328",Catering,2625,Subcontract,8025 Catering - Equipment
New Zealand,Auckland DC,"-36.84846,174.763332",Building Fabric,2617,Self Delivery,1800 Int-Bldg Repair&Maint
Australia,Port Melbourne,"-37.836926,144.94455",Building Fabric,2615,Self Delivery,1200 Bldg R/M-Elev/Escltr Mnt
Australia,Dandenong VDC,"-37.98746,145.214861",Catering,2612,Subcontract,8025 Catering - Equipment
New Zealand,Auckland DC,"-36.84846,174.763332",Catering,2609,Subcontract,8032 Vending
Australia,Claremont,"-31.981633,115.781288",Grounds Maintenance,2603,Self Delivery,3402 Grounds - Walkway
New Zealand,Avondale,"-36.894517,174.696524",Catering,2550,Subcontract,8032 Vending
New Zealand,Dunedin,"-45.87876,170.502798",M&E Equipment,2533,Subcontract,1303 Building Chiller Maint
Singapore,Jurong,"1.364434,103.775263",Catering,2470,Subcontract,8025 Catering - Equipment
Singapore,Keppel Bay Towers,"1.352083,103.819836",Catering,2465,Subcontract,1910 Maint-Kitchen Equpt
Singapore,Keppel Bay Towers,"1.352083,103.819836",M&E Equipment,2373,Subcontract,1400 Bldg R/M-Electrical Maint
New Zealand,Avondale,"-36.894517,174.696524",Catering,2371,Subcontract,1910 Maint-Kitchen Equpt
Australia,State Sales Offices,"-37.814107,144.96328",M&E Equipment,2367,Subcontract,1600 Maint-Plumbing
Australia,Claremont,"-31.981633,115.781288",Catering,2357,Subcontract,8032 Vending
Australia,Ringwood,"-37.814262,145.227386",Cleaning,2194,Subcontract,0401 Cleaning Supplies & Mats
Australia,South Wharf,"-37.824997,144.951999",Catering,2194,Subcontract,8024 Catering - Hospitality
India,Mumbai EC,"19.030029,72.861308",Catering,2178,Subcontract,8025 Catering - Equipment
New Zealand,Auckland DC,"-36.84846,174.763332",Catering,2096,Subcontract,1910 Maint-Kitchen Equpt
Thailand,Lad Krabang,"13.722049,100.784157",Catering,2075,Subcontract,8032 Vending
Australia,South Wharf,"-37.824997,144.951999",Catering,2058,Subcontract,1910 Maint-Kitchen Equpt
Australia,State Sales Offices,"-37.814107,144.96328",Catering,2047,Subcontract,1910 Maint-Kitchen Equpt
Australia,Ringwood,"-37.814262,145.227386",Catering,2045,Subcontract,8025 Catering - Equipment
New Zealand,Avondale,"-36.894517,174.696524",Catering,2040,Subcontract,8021 Canteen / Restaurant
Australia,Scoresby,"-37.898567,145.230362",Catering,2037,Subcontract,1910 Maint-Kitchen Equpt
Australia,Dandenong VDC,"-37.98746,145.214861",Catering,2034,Subcontract,8032 Vending
Australia,Port Melbourne,"-37.836926,144.94455",Catering,2020,Subcontract,8025 Catering - Equipment
Australia,South Wharf,"-37.824997,144.951999",Building Fabric,2016,Self Delivery,1500 Maint-Strct/Roof
India,Mumbai EC,"19.030029,72.861308",FM management & administration,25071,Self Delivery,5720 IT Maintenance
New Zealand,Avondale,"-36.894517,174.696524","E, H, S & Q, compliance",10827,Self Delivery,8218 Health and Safety Srvcs
India,Baddi,"30.957826,76.791356",Grounds Maintenance,27370,Self Delivery,1804 Interior - Plants
New Zealand,Dunedin,"-45.87876,170.502798",Employee Convenience Services,9508,Self Delivery,8272 Courtesy Transport Srvcs
Australia,South Wharf,"-37.824997,144.951999",Grounds Maintenance,10107,Self Delivery,3403 Grounds - Lighting
India,Baddi,"30.957826,76.791356",Catering,1977,Subcontract,1910 Maint-Kitchen Equpt
Australia,South Wharf,"-37.824997,144.951999",FM management & administration,11489,Self Delivery,8200 Call Center
Australia,Ringwood,"-37.814262,145.227386",Grounds Maintenance,29204,Self Delivery,3500 Roads
Thailand,Lad Krabang,"13.722049,100.784157",FM management & administration,29204,Self Delivery,8200 Call Center
Australia,Dandenong VDC,"-37.98746,145.214861",Grounds Maintenance,25228,Self Delivery,3500 Roads
Australia,Port Melbourne,"-37.836926,144.94455",Grounds Maintenance,29824,Self Delivery,1804 Interior - Plants
India,Mumbai EC,"19.030029,72.861308",FM management & administration,19319,Self Delivery,8126 Office Equipment Mgt
New Zealand,Avondale,"-36.894517,174.696524",Employee Convenience Services,9723,Self Delivery,8270 ATM Machine Services
Australia,Scoresby,"-37.898567,145.230362",Grounds Maintenance,27546,Self Delivery,3402 Grounds - Walkway
Australia,Ringwood,"-37.814262,145.227386",FM management & administration,9671,Self Delivery,8240 Stock/InvControl Services
Thailand,Lad Krabang,"13.722049,100.784157",FM management & administration,9671,Self Delivery,5721 IT Maximo
Australia,South Wharf,"-37.824997,144.951999",FM management & administration,8851,Self Delivery,5720 IT Maintenance
India,Mumbai EC,"19.030029,72.861308",Employee Convenience Services,10368,Self Delivery,8272 Courtesy Transport Srvcs
Singapore,Jurong,"1.364434,103.775263",FM management & administration,25205,Self Delivery,5000 Admin Support Services
Australia,Ringwood,"-37.814262,145.227386",FM management & administration,25139,Self Delivery,8205 Helpdesk Services
Thailand,Lad Krabang,"13.722049,100.784157",FM management & administration,25139,Self Delivery,5720 IT Maintenance
Australia,Ringwood,"-37.814262,145.227386",FM management & administration,23762,Self Delivery,5721 IT Maximo
Singapore,Keppel Bay Towers,"1.352083,103.819836",Grounds Maintenance,23762,Self Delivery,3400 Roads/Grounds - Other
Australia,South Wharf,"-37.824997,144.951999",FM management & administration,25891,Self Delivery,5402 Prof Fees-Consltng Srvcs
Australia,Ringwood,"-37.814262,145.227386",Employee Convenience Services,8674,Self Delivery,8272 Courtesy Transport Srvcs
New Zealand,Auckland DC,"-36.84846,174.763332",FM management & administration,25123,Self Delivery,8240 Stock/InvControl Services
Australia,Ringwood,"-37.814262,145.227386",Building Fabric,1914,Self Delivery,1200 Bldg R/M-Elev/Escltr Mnt
Australia,South Wharf,"-37.824997,144.951999",Employee Convenience Services,9530,Self Delivery,8270 ATM Machine Services
New Zealand,Avondale,"-36.894517,174.696524",FM management & administration,25089,Self Delivery,8240 Stock/InvControl Services
Australia,Dandenong VDC,"-37.98746,145.214861",FM management & administration,12937,Self Delivery,5721 IT Maximo
Australia,Dandenong VDC,"-37.98746,145.214861",Grounds Maintenance,25852,Self Delivery,3403 Grounds - Lighting
India,Baddi,"30.957826,76.791356",M&E Equipment,1891,Subcontract,1431 UPS System Maintenance
Singapore,Jurong,"1.364434,103.775263",Grounds Maintenance,27494,Self Delivery,3500 Roads
Singapore,Keppel Bay Towers,"1.352083,103.819836",Employee Convenience Services,8539,Self Delivery,6100 Parking Operations
India,Baddi,"30.957826,76.791356",Catering,1886,Subcontract,8021 Canteen / Restaurant
Australia,Port Melbourne,"-37.836926,144.94455",FM management & administration,11642,Self Delivery,5205 Corporate Allocations
India,Baddi,"30.957826,76.791356",Grounds Maintenance,8729,Self Delivery,3400 Roads/Grounds - Other
New Zealand,Auckland DC,"-36.84846,174.763332",Employee Convenience Services,9516,Self Delivery,8270 ATM Machine Services
Australia,Claremont,"-31.981633,115.781288",FM management & administration,27327,Self Delivery,5205 Corporate Allocations
Singapore,Keppel Bay Towers,"1.352083,103.819836",FM management & administration,27327,Self Delivery,8205 Helpdesk Services
India,Baddi,"30.957826,76.791356",Employee Convenience Services,9383,Self Delivery,6100 Parking Operations
India,Mumbai EC,"19.030029,72.861308",Grounds Maintenance,26503,Self Delivery,1804 Interior - Plants
Australia,Ringwood,"-37.814262,145.227386",Employee Convenience Services,9800,Self Delivery,8270 ATM Machine Services
New Zealand,Auckland DC,"-36.84846,174.763332",FM management & administration,26948,Self Delivery,8205 Helpdesk Services
Australia,South Wharf,"-37.824997,144.951999",FM management & administration,30682,Self Delivery,5205 Corporate Allocations
Australia,State Sales Offices,"-37.814107,144.96328",Security,1849,Subcontract,4203 Secty-Lock & Key Controls
Australia,Claremont,"-31.981633,115.781288",Employee Convenience Services,8028,Self Delivery,8272 Courtesy Transport Srvcs
New Zealand,Auckland DC,"-36.84846,174.763332",FM management & administration,12854,Self Delivery,8126 Office Equipment Mgt
Australia,Dandenong VDC,"-37.98746,145.214861",Employee Convenience Services,8328,Self Delivery,8245 Wellness Center Services
New Zealand,Avondale,"-36.894517,174.696524",Grounds Maintenance,24125,Self Delivery,3403 Grounds - Lighting
New Zealand,Dunedin,"-45.87876,170.502798",FM management & administration,12877,Self Delivery,8126 Office Equipment Mgt
Singapore,Jurong,"1.364434,103.775263",Document Management,8008,Self Delivery,8250 Records Mgt Services
Australia,Claremont,"-31.981633,115.781288",Employee Convenience Services,10369,Self Delivery,8270 ATM Machine Services
New Zealand,Auckland DC,"-36.84846,174.763332",FM management & administration,13808,Self Delivery,5721 IT Maximo
India,Baddi,"30.957826,76.791356",Business Continuity & DR,1803,Self Delivery,9001 Business Continuity & DR
India,Mumbai EC,"19.030029,72.861308",FM management & administration,30627,Self Delivery,5000 Admin Support Services
New Zealand,Auckland DC,"-36.84846,174.763332",Employee Convenience Services,9415,Self Delivery,8272 Courtesy Transport Srvcs
Australia,Ringwood,"-37.814262,145.227386",FM management & administration,28154,Self Delivery,5402 Prof Fees-Consltng Srvcs
Singapore,Keppel Bay Towers,"1.352083,103.819836",Grounds Maintenance,28154,Self Delivery,3402 Grounds - Walkway
Australia,Port Melbourne,"-37.836926,144.94455",Catering,1788,Subcontract,1910 Maint-Kitchen Equpt
Australia,Claremont,"-31.981633,115.781288",FM management & administration,20496,Self Delivery,8200 Call Center
New Zealand,Dunedin,"-45.87876,170.502798",FM management & administration,20496,Self Delivery,5000 Admin Support Services
Singapore,Keppel Bay Towers,"1.352083,103.819836",FM management & administration,20496,Self Delivery,8126 Office Equipment Mgt
Singapore,Keppel Bay Towers,"1.352083,103.819836",Catering,1780,Subcontract,8032 Vending
Australia,Claremont,"-31.981633,115.781288","E, H, S & Q, compliance",9164,Self Delivery,8218 Health and Safety Srvcs
New Zealand,Auckland DC,"-36.84846,174.763332",FM management & administration,12257,Self Delivery,5402 Prof Fees-Consltng Srvcs
Australia,Dandenong VDC,"-37.98746,145.214861",FM management & administration,16011,Self Delivery,8126 Office Equipment Mgt
Australia,Ringwood,"-37.814262,145.227386",FM management & administration,16025,Self Delivery,5205 Corporate Allocations
Thailand,Lad Krabang,"13.722049,100.784157",FM management & administration,16025,Self Delivery,8126 Office Equipment Mgt
Australia,South Wharf,"-37.824997,144.951999",Employee Convenience Services,8090,Self Delivery,8245 Wellness Center Services
New Zealand,Avondale,"-36.894517,174.696524",FM management & administration,23957,Self Delivery,8205 Helpdesk Services
Australia,Scoresby,"-37.898567,145.230362",Employee Convenience Services,9282,Self Delivery,8272 Courtesy Transport Srvcs
New Zealand,Auckland DC,"-36.84846,174.763332",Grounds Maintenance,29510,Self Delivery,3400 Roads/Grounds - Other
Australia,Port Melbourne,"-37.836926,144.94455",Security,1729,Subcontract,4100 Secty-Fence&Barriers
Singapore,Jurong,"1.364434,103.775263",Employee Convenience Services,10237,Self Delivery,8245 Wellness Center Services
Singapore,Jurong,"1.364434,103.775263",FM management & administration,25671,Self Delivery,5720 IT Maintenance
Australia,Ringwood,"-37.814262,145.227386",FM management & administration,15678,Self Delivery,5720 IT Maintenance
Singapore,Keppel Bay Towers,"1.352083,103.819836",Grounds Maintenance,15678,Self Delivery,3403 Grounds - Lighting
Singapore,Jurong,"1.364434,103.775263",FM management & administration,8022,Self Delivery,5205 Corporate Allocations
Singapore,Keppel Bay Towers,"1.352083,103.819836",Employee Convenience Services,8707,Self Delivery,8270 ATM Machine Services
India,Mumbai EC,"19.030029,72.861308",Catering,1691,Subcontract,8021 Canteen / Restaurant
Australia,Scoresby,"-37.898567,145.230362",FM management & administration,26776,Self Delivery,5720 IT Maintenance
Thailand,Lad Krabang,"13.722049,100.784157",Grounds Maintenance,26776,Self Delivery,3403 Grounds - Lighting
Australia,Port Melbourne,"-37.836926,144.94455",FM management & administration,29844,Self Delivery,5402 Prof Fees-Consltng Srvcs
India,Mumbai EC,"19.030029,72.861308",Building Fabric,1656,Self Delivery,1800 Int-Bldg Repair&Maint
New Zealand,Dunedin,"-45.87876,170.502798",FM management & administration,16280,Self Delivery,5700 Other Admin Expenses
India,Mumbai EC,"19.030029,72.861308",FM management & administration,21262,Self Delivery,8200 Call Center
New Zealand,Avondale,"-36.894517,174.696524",Employee Convenience Services,9537,Self Delivery,6100 Parking Operations
India,Mumbai EC,"19.030029,72.861308",FM management & administration,15092,Self Delivery,5402 Prof Fees-Consltng Srvcs
New Zealand,Avondale,"-36.894517,174.696524","E, H, S & Q, compliance",10305,Self Delivery,8215 Env Health and Safety
Australia,State Sales Offices,"-37.814107,144.96328",FM management & administration,7953,Self Delivery,8121 Move Management Services
Singapore,Jurong,"1.364434,103.775263",Employee Convenience Services,8788,Self Delivery,8270 ATM Machine Services
Singapore,Jurong,"1.364434,103.775263",FM management & administration,24570,Self Delivery,5721 IT Maximo
Australia,Claremont,"-31.981633,115.781288",FM management & administration,18047,Self Delivery,5721 IT Maximo
Singapore,Keppel Bay Towers,"1.352083,103.819836",FM management & administration,18047,Self Delivery,5402 Prof Fees-Consltng Srvcs
Australia,Claremont,"-31.981633,115.781288",Building Fabric,1608,Self Delivery,1850 Ext-Building Repair&Maint
Australia,State Sales Offices,"-37.814107,144.96328",FM management & administration,14472,Self Delivery,8126 Office Equipment Mgt
Australia,Dandenong VDC,"-37.98746,145.214861",Grounds Maintenance,24549,Self Delivery,3400 Roads/Grounds - Other
India,Baddi,"30.957826,76.791356",Catering,1598,Subcontract,8025 Catering - Equipment
Australia,Port Melbourne,"-37.836926,144.94455",FM management & administration,23811,Self Delivery,5720 IT Maintenance
India,Mumbai EC,"19.030029,72.861308",Catering,1585,Subcontract,8032 Vending
Singapore,Jurong,"1.364434,103.775263",Security,1582,Subcontract,4203 Secty-Lock & Key Controls
Australia,South Wharf,"-37.824997,144.951999","E, H, S & Q, compliance",9752,Self Delivery,8218 Health and Safety Srvcs
New Zealand,Avondale,"-36.894517,174.696524",FM management & administration,29761,Self Delivery,8200 Call Center
Australia,State Sales Offices,"-37.814107,144.96328",Grounds Maintenance,30211,Self Delivery,3500 Roads
Australia,Dandenong VDC,"-37.98746,145.214861",Catering,1546,Subcontract,1910 Maint-Kitchen Equpt
Australia,Scoresby,"-37.898567,145.230362",Employee Convenience Services,10347,Self Delivery,8270 ATM Machine Services
New Zealand,Auckland DC,"-36.84846,174.763332",Grounds Maintenance,25050,Self Delivery,3403 Grounds - Lighting
Australia,Scoresby,"-37.898567,145.230362",Employee Convenience Services,10309,Self Delivery,8245 Wellness Center Services
New Zealand,Auckland DC,"-36.84846,174.763332",Grounds Maintenance,28373,Self Delivery,3402 Grounds - Walkway
Australia,Claremont,"-31.981633,115.781288",FM management & administration,8872,Self Delivery,8240 Stock/InvControl Services
Singapore,Keppel Bay Towers,"1.352083,103.819836",FM management & administration,8872,Self Delivery,8200 Call Center
Australia,Dandenong VDC,"-37.98746,145.214861",Catering,1524,Subcontract,8021 Canteen / Restaurant
Australia,State Sales Offices,"-37.814107,144.96328",Catering,1508,Subcontract,8021 Canteen / Restaurant
Australia,Claremont,"-31.981633,115.781288",FM management & administration,20353,Self Delivery,8121 Move Management Services
Singapore,Keppel Bay Towers,"1.352083,103.819836",FM management & administration,20353,Self Delivery,5721 IT Maximo
Australia,South Wharf,"-37.824997,144.951999",Grounds Maintenance,24582,Self Delivery,3402 Grounds - Walkway
Singapore,Jurong,"1.364434,103.775263",Catering,1498,Subcontract,8021 Canteen / Restaurant
